annotation_id,annotator,created_at,id,justificativa_llm,lead_time,subtitulo,texto,titulo,updated_at,validado_por,vies_humano,vies_politico
121,1,2026-06-01T17:18:36.594344Z,189,"** O texto apresenta uma abordagem crítica ao governo e à gestão dos Correios, destacando a necessidade de aprimoramento nos critérios de análise para concessão de crédito a estatais. A ênfase está na irregularidade da atuação do Tesouro Nacional e no risco de violação à Lei de Responsabilidade Fiscal.",103.169,"De acordo com a corte de contas, é preciso que o Tesouro Nacional aprimore o processo de análise das capacidades de pagamento dos Correios","O Tribunal de Contas da União (TCU) determinou, nesta quarta-feira (27/5), que o Tesouro Nacional aprimore os critérios de análise para concessão de crédito a estatais, ao julgar irregularidades na atuação do órgão em um empréstimo aos Correios.



A área técnica da Corte e o relator do caso, ministro Benjamin Zymler, apontaram risco de violação à Lei de Responsabilidade Fiscal (LRF), decisão que pode influenciar futuras operações semelhantes por parte do governo.



De acordo com Zymler, os indícios da instabilidade financeira dos Correios são conhecidos há muito tempo, e por isso, exigiam uma ação mais “tempestiva” dos agentes públicos. No ano passado, a estatal contratou um empréstimo de R$ 12 bilhões com um pool de bancos usando a garantia da União.



Diante da situação econômica dos Correios, o TCU deve fornecer ao Tesouro informações sobre a insuficiência de análise da capacidade de pagamento da empresa, tendo por objetivo fornecer formas de aprimoramento do processo de análise.



“Eu considero importante consignar o aspecto da superficialidade da análise realizado pela secretaria do Tesouro Nacional sobre a operação de crédito. Sem dúvidas há uma portaria feita às pressas que permite que a STN faça uma análise meramente formal e contábil da situação do risco fiscal e das consequências de concessão de garantia a empresa”, disse.



Ele disse também que o próprio Ministério das Comunicações, pasta a qual os Correios são subordinados, assumiu que realizou uma análise meramente formal do plano de reestruturação da estatal.



“Quando nós damos ciência à algum órgão sobre algum fato, é uma deliberação de natureza declaratória que cientifica o destinatário sobre a ocorrência de irregularidade quando as circunstancias não exigirem providencias concretas imediatas, sendo suficientes para fins de controle e induzir a prevenção de situações futuras análogas”, explicou.



O ministro afirmou que, no âmbito do Tesouro Nacional, é extremamente necessário que exista uma melhoria da an",Correios: TCU manda Tesouro reforçar análise de créditos a estatais,2026-06-01T17:18:36.594344Z,pedro,NEUTRO,Esquerda
122,1,2026-06-01T17:19:19.260047Z,191,"** A notícia apresenta uma abordagem neutra e informativa sobre a cobrança do IPTU em terrenos sem construção, não apresentando nenhuma crítica ou defesa de um campo político específico.",42.399,"Um terreno sem construção pode pesar mais no bolso do que muita gente imagina. Em vários municípios, a cobrança do IPTU não olha apenas para o tamanho ou localização do imóvel, mas também para o uso que ele recebe. Quando o lote fica vazio, abandonado ou sem aproveitamento, a prefeitura pode aplicar regras mais duras...","Um terreno sem construção pode pesar mais no bolso do que muita gente imagina. Em vários municípios, a cobrança do IPTU não olha apenas para o tamanho ou localização do imóvel, mas também para o uso que ele recebe. Quando o lote fica vazio, abandonado ou sem aproveitamento, a prefeitura pode aplicar regras mais duras para incentivar a ocupação urbana e evitar áreas paradas em regiões já estruturadas.



Por que um terreno vazio pode ter IPTU mais alto?



A lógica por trás da cobrança é simples: a cidade cresce, recebe ruas, iluminação, transporte e serviços, mas alguns imóveis permanecem sem uso por anos. Para o poder público, isso pode representar desperdício de infraestrutura urbana.



00:00 / 01:00 oantagonista fullScreen



Por isso, algumas cidades adotam alíquotas maiores para imóveis não edificados ou aplicam mecanismos de IPTU progressivo. A ideia não é apenas arrecadar mais, mas pressionar o proprietário a dar uma função ao terreno.



Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se



Quando a prefeitura pode cobrar mais caro?



A cobrança depende da lei municipal. Cada cidade define critérios próprios para classificar um lote como vazio, subutilizado ou sem função adequada. Isso significa que dois terrenos parecidos podem ter tratamentos diferentes em municípios diferentes.



Em geral, a prefeitura observa fatores como localização, zoneamento, valor venal e situação de uso. Veja como essa diferença costuma aparecer na prática:



Como o uso do imóvel pode afetar o IPTU Comparação geral aplicada por muitos municípios 🏙️ IPTU urbano Situação do imóvel Possível impacto Ponto de atenção Terreno sem construção Pode ter alíquota superior Regra varia por cidade Imóvel construído e usado Costuma seguir regra comum Depende do padrão e valor venal Imóvel subutilizado Pode entrar em regra específica Pode exigir notificação prévia



O que é IPTU progressivo no tempo?



O IPTU progressivo no tempo é um instrumento usado quando o imóvel urbano não cumpre sua função social, conforme as regras locais. Ele pode atingir terrenos não edificados, não utilizados ou subutilizados.



Na prática, a prefeitura pode notificar o proprietário para parcelar, construir ou usar melhor o imóvel. Se nada for feito dentro dos prazos legais, a cobrança pode aumentar gradualmente, respeitando os limites previstos na legislação.



Quais sinais merecem atenção no carnê?



O carnê do imposto pode trazer pistas importantes. Mudanças de alíquota, alteração de classificaçã",Terreno sem construção pode pagar IPTU mais caro e esse detalhe surpreende muitos donos,2026-06-01T17:19:19.260047Z,todos,NEUTRO,Neutro
123,1,2026-06-01T17:21:27.497458Z,193,"** O texto apresenta uma narrativa que prioriza a proteção de Alexandre de Moraes das sanções da Lei Magnitsky, sugerindo que Flávio Dino está agindo para salvar seu colega do ministro do STF. A linguagem utilizada é crítica em relação ao governo norte-americano e às autoridades brasileiras que apoiaram a lei.",30.145,"Flávio Dino usou ação sobre indenizações para obrigar bancos brasileiros a manter contas de Moraes, colocando as instituições na mira da Lei Magnitsky.","A vontade do ministro do STF Flávio Dino de proteger seu colega Alexandre de Moraes das sanções norte-americanas acaba de impor aos bancos brasileiros um dilema de dezenas de bilhões de reais. O mais novato dos ministros da corte sequestrou o julgamento de uma ação sem relação alguma com a Lei Magnitsky para mandar um recado às autoridades norte-americanas, e com isso forçou as instituições bancárias das quais Moraes é cliente a fazer uma escolha de Sofia.



Dino analisava uma ADPF sobre a possibilidade de municípios brasileiros pleitearem indenizações na Justiça britânica devido ao desastre ambiental de Mariana (MG), em 2015 – a Samarco, dona da barragem que se rompeu, é controlada pela brasileira Vale e pela anglo-australiana BHP Billiton. Mais distante do imbróglio envolvendo o governo norte-americano e Alexandre de Moraes, impossível. Em decisão monocrática, Dino afirmou que “ficam vedadas imposições, restrições de direitos ou instrumentos de coerção executados por pessoas jurídicas constituídas sob as leis brasileiras e que tenham sua sede e administração no país, bem como aquelas que tenham filial ou qualquer atividade profissional, comercial ou de intermediação no mercado brasileiro, decorrentes de determinações constantes em atos unilaterais estrangeiros”; em outras palavras, uma decisão vinda de outro país só tem validade no Brasil se for ratificada internamente ou se isso estiver previsto em algum acordo bilateral – inclusive, isso é algo que Dino poderia ensinar a Moraes, que já tentou impor sua vontade a empresas fora do território nacional.



Se bancos brasileiros quiserem operar nos EUA, têm de obedecer à lei local. E, concorde-se ou não, a “law of the land” é essa: nada de negócios com quem está na lista da Lei Magnitsky



Mas o ministro continuou, afirmando que sua decisão se aplicava “nestes autos e em todas as demais em que jurisdição estrangeira – ou outro órgão de Estado estrangeiro – pretenda impor, no território nacional, atos unilaterais por sobr","Para salvar Moraes da Lei Magnitsky, Dino monta cilada para bancos",2026-06-01T17:21:27.497458Z,todos,DIREITA,Direita
124,1,2026-06-01T17:21:55.728482Z,196,"** O texto apresenta uma abordagem neutra e factual sobre a investigação do Cade às companhias aéreas Gol e Latam, sem expressar juízo de valor ou tom ideológico.",27.868,"O Cade (Conselho Administrativo de Defesa Econômica) abriu nesta terça-feira, 28, um processo para investigar se as companhias aéreas Gol e Latam incorrem em prática anticoncorrencial. A investigação, que tem como foco a rota entre Rio de Janeiro e São Paulo, apura se as empresas utilizaram ferramentas tecnológicas compartilhadas para alinhar preços de passagens —...","O Cade (Conselho Administrativo de Defesa Econômica) abriu nesta terça-feira, 28, um processo para investigar se as companhias aéreas Gol e Latam incorrem em prática anticoncorrencial. A investigação, que tem como foco a rota entre Rio de Janeiro e São Paulo, apura se as empresas utilizaram ferramentas tecnológicas compartilhadas para alinhar preços de passagens — sem necessariamente manter contato direto entre si. As empresas têm 30 dias para apresentar defesa.



00:00 / 01:00 oantagonista fullScreen



Coincidência de centavos chama atenção do regulador



Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se



O ponto de partida da suspeita foi a constatação, pelo Cade, de que os valores cobrados pelas duas aéreas apresentaram “identidade absoluta, inclusive em suas casas decimais”, com base em dados de 2023. O órgão utilizou ferramentas de precificação e bases de dados de mercado para monitorar a variação tarifária ao longo do período investigado.



A superintendência do Cade identificou que Gol e Latam firmaram contratos com os mesmos fornecedores de serviços de inteligência tarifária e gestão de receita. Essas plataformas acessavam as tarifas de cada companhia em tempo real e autorizavam o uso desses dados para terceiros — o que, segundo o conselho, permitiria ajustes de preços quase simultâneos sem comunicação direta entre as rivais.



Colusão algorítmica sem prova definitiva



O Cade descreveu o cenário como um arranjo em que “uma mesma plataforma de dados alimentaria os algoritmos de precificação das duas empresas simultaneamente”. O órgão manifestou preocupação com o uso de inteligência artificial e aprendizado de máquina nesse processo, alertando para o risco de coordenação de preços mediada por tecnologia — modalidade conhecida como “colusão algorítmica”.



Ainda assim, a autarquia adotou postura cautelosa: “Apesar de não se saber a extensão em que as tarifas da concorrente são utilizadas no processo de precificação — não houve resposta da Latam e da Gol quanto a este ponto —, os resultados mostram claramente o forte acoplamento entre as séries temporais, sendo este compatível com o cenário de uma companhia tomar como base o preço da outra para definição de seus próprios preços”, afirma o relatório do conselho.



O processo administrativo também abrange trechos como Congonhas-Curitiba, Congonhas-Santos Dumont e Brasília-Congonhas, com análise de tarifas pagas entre janeiro de 2022 e dezembro de 2023.



Multas e sanções no horizon",Gol e Latam são investigadas por suspeita de fixação de preços,2026-06-01T17:21:55.728482Z,pedro,NEUTRO,Neutro
125,1,2026-06-01T17:23:35.410478Z,201,"** A notícia apresenta uma narrativa que prioriza a crítica ao apoio de ACM Neto a Ronaldo Caiado e à pressão dos deputados bolsonaristas, destacando a divisão nas prioridades entre a disputa estadual e a eleição presidencial.",99.391,"A candidatura de ACM Neto (União Brasil) ao governo da Bahia lida com “fogo amigo” após sua inclinação em favor de Ronaldo Caiado (PSD) na corrida presidencial. Parlamentares do PL ameaçam abandonar a coligação, caso o ex-prefeito não abra espaço para Flávio Bolsonaro (PL) disputar votos no estado. Pressão dos deputados bolsonaristas O descontentamento entre...","A candidatura de ACM Neto (União Brasil) ao governo da Bahia lida com “fogo amigo” após sua inclinação em favor de Ronaldo Caiado (PSD) na corrida presidencial. Parlamentares do PL ameaçam abandonar a coligação, caso o ex-prefeito não abra espaço para Flávio Bolsonaro (PL) disputar votos no estado.



00:00 / 01:00 oantagonista fullScreen



Pressão dos deputados bolsonaristas



Nunca foi tão fácil estar bem informado Siga nosso canal no WhatsApp Inscreva-se



O descontentamento entre os aliados do PL ganhou voz através do deputado federal Capitão Alden e do deputado estadual Diego Castro; este afirmou que, embora seja válida a estratégia de unidade para combater a esquerda no estado, ela não deve ofuscar a importância da eleição presidencial.



A insatisfação revela uma divisão nas prioridades: enquanto ACM Neto concentra esforços na disputa estadual, sua base quer garantias de visibilidade para o candidato presidencial.



Raíssa Soares, que tentou o Senado quatro anos atrás e agora se posiciona como pré-candidata à Câmara, intensifica a crítica. Para ela, a região nordestina possui poder decisivo no pleito presidencial de 2026, e negligenciá-lo seria um erro estratégico.



Segundo Raíssa, ACM Neto não pode “construir um projeto forte ignorando um eleitorado de direita numeroso e mobilizado”, e complementa que o país demanda “um projeto nacional claro que passa pela eleição de Flávio Bolsonaro como presidente”.



A postura ambígua do candidato



ACM Neto não se comprometeu. Argumenta que sua amizade com Caiado tem mais de duas décadas e que o lançamento da pré-candidatura em Salvador consolida uma aliança natural. Contudo, condiciona qualquer decisão à consulta com sua legenda antes de bater o martelo.



O União Brasil vive fragmentação interna. Mantém espaço no governo Lula enquanto abriga correntes favoráveis a Caiado, apoiadoras de Flávio e uma terceira que prefere dar autonomia aos diretórios regionais.



Caiado abandonou a sigla em 2026 para ingressar no PSD, movimento estratégico para fortalecer sua campanha presidencial.",Apoio de ACM Neto a Caiado revolta bolsonaristas,2026-06-01T17:23:35.410478Z,pedro,NEUTRO,Direita
126,1,2026-06-01T17:24:57.842026Z,208,"** A notícia apresenta uma narrativa que prioriza a crítica ao presidente do Congresso e à sua suposta ""omissão inconstitucional"" em relação à criação de um CPMI (Comissão Parlamentar Mista) para investigar o Banco Master, destacando a necessidade da intervenção do STF. Isso sugere uma abordagem que valoriza a justiça social e a defesa dos direitos coletivos, características típicas de uma narrativa de ESQUERDA.",82.134,"Na ação, parlamentares argumentam que o presidente do Congresso age com 'omissão inconstitucional' ao não ler requerimento de criação do colegiado.","1 de 1 Foto de 28 de fevereiro de 2026 mostra o prédio que abrigava o Banco Master, no Itaim Bibi, na Zona Sul de São Paulo, cercado por tapumes — Foto: Felipe Cordeiro/g1



Foto de 28 de fevereiro de 2026 mostra o prédio que abrigava o Banco Master, no Itaim Bibi, na Zona Sul de São Paulo, cercado por tapumes — Foto: Felipe Cordeiro/g1",Oposição aciona STF para garantir criação de CPMI do Master,2026-06-01T17:24:57.842026Z,todos,NEUTRO,Esquerda
127,1,2026-06-01T17:26:41.013575Z,211,"** A notícia apresenta uma abordagem positiva e colaborativa da conversa entre Lula e Trump, enfatizando a cooperação para o combate ao crime organizado e a retirada da sobretaxa de 40% imposta pelo governo norte-americano. O tom é descritivo e não apresenta críticas ou juízos de valor negativos.",102.85,,"Da Agência Brasil O presidente Luiz Inácio Lula da Silva telefonou, nesta terça-feira (2), para o presidente dos Estados Unidos, Donald Trump, e afirmou que deseja “avançar rápido” nas negociações para retirada da sobretaxa de 40% imposta pelo governo norte-americano, que ainda vigora sobre alguns produtos brasileiros. Lula e Trump também conversaram sobre cooperação para o combate ao crime organizado. Em comunicado, o Palácio do Planalto informou que a conversa entre os líderes foi “muito produtiva” e durou 40 minutos. No dia 20 de novembro, a Casa Branca anunciou a retirada de 238 produtos da lista do tarifaço, entre eles, café, chá, frutas tropicais e sucos de frutas, cacau e especiarias, banana, laranja, tomate e carne bovina. De acordo com o governo, 22% das exportações brasileiras para os Estados Unidos ainda permanecem sujeitas às sobretaxas. No início da imposição das tarifas, 36% das vendas brasileiras ao mercado norte-americano estavam submetidas a alíquotas adicionais. Na conversa com Trump, Lula indicou ter sido muito positiva a decisão do governo estadunidense, mas destacou que “ainda há outros produtos tarifados que precisam ser discutidos entre os dois países e que o Brasil deseja avançar rápido nessas negociações”. O tarifaço imposto ao Brasil faz parte da nova política da Casa Branca, inaugurada pelo presidente Donald Trump, de elevar as tarifas contra parceiros comerciais na tentativa de reverter a relativa perda de competitividade da economia dos Estados Unidos para a China nas últimas décadas. No dia 2 de abril, Trump impôs barreiras alfandegárias a países de acordo com o tamanho do déficit que os Estados Unidos têm com cada nação. Como os EUA têm superávit com o Brasil, na ocasião, foi imposta a taxa mais baixa, de 10%. Mas, em 14 de novembro, o país norte-americano também isentou determinados produtos agrícolas brasileiros dessas tarifas recíprocas. Já em 6 de agosto, entrou em vigor uma tarifa adicional de 40% contra o Brasil em retaliação a d",Lula conversa com Trump sobre retirada de sobretaxa a produtos brasileiros,2026-06-01T17:26:41.013575Z,pedro,ESQUERDA,Neutro
128,1,2026-06-01T17:27:47.992155Z,212,"** A notícia apresenta uma visão crítica da ação dos atos de 8 de janeiro de 2023, com o presidente da Câmara dos Deputados, Hugo Motta, desqualificando a classificação como tentativa de golpe de Estado. O enfoque está na argumentação de que a falta de um líder e do apoio de instituições como as Forças Armadas descaracteriza essa tese.",66.682,"O presidente da Câmara dos Deputados, Hugo Motta (Republicanos-PB), declarou nesta sexta-feira (7) que os atos de 8 de janeiro de 2023 não podem ser classificados como uma tentativa de golpe de Estado. A fala ganhou apoio nas redes sociais. Em entrevista a uma rádio da Paraíba, Motta reconheceu a gravidade dos","O presidente da Câmara dos Deputados, Hugo Motta (Republicanos-PB), declarou nesta sexta-feira (7) que os atos de 8 de janeiro de 2023 não podem ser classificados como uma tentativa de golpe de Estado. A fala ganhou apoio nas redes sociais.



CONTINUA APÓS A PUBLICIDADE



Em entrevista a uma rádio da Paraíba, Motta reconheceu a gravidade dos ataques, mas argumentou que a ausência de um líder e do apoio de instituições como as Forças Armadas descaracteriza a tese de golpe.



“O que aconteceu não pode ser admitido que aconteça novamente. Foi uma agressão às instituições, uma agressão inimaginável, ninguém imaginava que aquilo pudesse acontecer”, afirmou. “Agora querer dizer que foi um golpe… Golpe tem que ter um líder, tem que ter pessoa estimulando, apoio de outras instituições interessadas, como as Forças Armadas, e não teve isso.”



Motta enquadrou parte dos envolvidos como “vândalos” e “baderneiros” que demonstraram inconformismo com o resultado eleitoral, mas sustentou que as instituições sobreviveram aos ataques.



O presidente da Câmara também criticou o que considera um “desequilíbrio” nas penas aplicadas pelo Supremo Tribunal Federal (STF) aos condenados pelos atos. Sem citar o STF diretamente, Motta argumentou que é preciso punir aqueles que depredaram o patrimônio público, mas sem excessos, sobretudo pelo judiciário.



“Não pode penalizar uma senhora que passou ali na frente do palácio, não fez nada, não jogou uma pedra e receber 17 anos de pena para regime fechado. Há um certo desequilíbrio nisso”, afirmou. “Nós temos que punir as pessoas que foram lá, quebraram, depredaram. Essas sim precisam ser punidas. Entendo que não dá para exagerar no sentido das penalidades com quem não cometeu atos de tanta gravidade.”



O tema da anistia para os condenados do 8 de janeiro também foi abordado. Motta afirmou que a proposta gera tensão entre os Poderes e que sua condução exigirá cautela. “Não posso dizer que vou pautar semana que vem ou que não vou pautar de jeito nenhum. ",Hugo Motta recebe apoio nas redes ao dizer que 8 de janeiro não foi tentativa de golpe criticar apenas penas desproporcionais,2026-06-01T17:27:47.992155Z,todos,DIREITA,Direita
129,1,2026-06-01T17:30:37.689375Z,219,"** O texto apresenta uma abordagem neutra sobre a votação do projeto da Política Nacional de Minerais Críticos e Estratégicos na Câmara dos Deputados, sem evidenciar um viés ideológico explícito.",169.42,O tema das terras raras e dos minerais críticos se transformou em uma das disputas centrais da economia global por causa da corrida tecnológica e energética.,"Com o Brasil no centro da disputa global por terras raras, Câmara acelera votação de projeto estratégico defendido pelo governo Lula às vésperas do encontro entre o presidente brasileiro e Donald Trump nos EUA



TERRAS RARAS E MINERAIS CRíTICOS: CâMARA VOTA PROJETO ANTES DE ENCONTRO ENTRE LULA E TRUMP



TERRAS RARAS E MINERAIS CRíTICOS: CâMARA VOTA PROJETO ANTES DE ENCONTRO ENTRE LULA E TRUMP



00:00 A+ A-



Ler o resumo da notícia Câmara dos Deputados vota nesta quarta‑feira (6) o projeto da Política Nacional de Minerais Críticos e Estratégicos (PNMCE).



Relator Arnaldo Jardim propõe conselho, fundo garantidor de até R$ 5 bi, incentivos fiscais e controle de exportação para agregar valor às reservas de terras raras.



Projeto ganha destaque antes da reunião entre presidentes Lula e Trump em Washington, agendada para quinta‑feira (7).



Objetivo: diminuir a dependência da exportação de matéria‑prima bruta e estimular pesquisa, inovação e produção industrial no Brasil.



A Câmara dos Deputados deve votar nesta quarta-feira (6) o projeto de lei que cria a Política Nacional de Minerais Críticos e Estratégicos (PNMCE), proposta que ganhou dimensão geopolítica às vésperas da reunião entre o presidente Luiz Inácio Lula da Silva e Donald Trump, marcada para quinta-feira (7), em Washington.



O tema das terras raras e dos minerais críticos se transformou em uma das disputas centrais da economia global por causa da corrida tecnológica e energética. Esses materiais são fundamentais para a fabricação de carros elétricos, baterias, chips, turbinas eólicas, painéis solares e equipamentos militares.



O Brasil possui a segunda maior reserva de terras raras do planeta, atrás apenas da China, mas ainda tem participação reduzida na cadeia industrial global. A votação do projeto ocorre justamente em meio à pressão internacional para garantir acesso a esses recursos estratégicos.



O texto relatado pelo deputado Arnaldo Jardim (Cidadania-SP) busca consolidar uma política nacional para o setor, ",Terras raras e minerais críticos: Câmara vota projeto antes de encontro entre Lula e Trump,2026-06-01T17:30:37.689375Z,pedro,NEUTRO,Esquerda
130,1,2026-06-01T17:31:07.476492Z,220,"** O texto apresenta uma abordagem neutra e descritiva sobre a declaração do ministro Guilherme Boulos sobre o projeto de lei com regime de urgência para acabar com a escala 6x1, sem tomar partido ou fazer juízo de valor.",29.462,"Segundo o ministro, o projeto de lei a ser apresentado conta com três pontos: fim da escala 6x1, instalação regime 5x2 e redução da jornada de trabalho para 40 horas, sem que haja redução de salário.","O ministro da Secretaria-Geral da Presidência da República, Guilherme Boulos, disse nesta terça-feira (17) que o governo federal pretende apresentar um projeto de lei com regime de urgência sobre o fim da escala 6x1 caso haja “enrolação” por parte do Congresso Nacional em votar o tema.



“Estamos respeitando o trâmite do Legislativo, como tem que ser. Agora, termina março, passa mais algumas semanas e se percebe que está tendo uma estratégia de enrolação no Congresso, escreva o que estou dizendo: Lula, vai entrar com um projeto de lei com regime de urgência.”



“Aí, é obrigado a votar em até 45 dias. Essa é a legislação. É a regra”, completou Boulos, ao participar de entrevista a emissoras de rádio durante o programa Bom Dia, Ministro, produzido pela Empresa Brasil de Comunicação (EBC).



Segundo Boulos, o projeto de lei com regime de urgência a ser apresentado pelo governo federal conta com três pontos: o fim da escala de trabalho 6x1, a instalação de um regime de trabalho máximo de 5x2 e a redução da jornada de trabalho de 44 horas para 40 horas – tudo sem que haja redução de salário.



“Esses são os três pontos. Estamos respeitando o trâmite do Legislativo. Agora, uma coisa é respeitar, outra coisa é permitir a enrolação. Aí, o presidente entra com o projeto de lei com regime de urgência. A Câmara tem 45 dias pra votar, senão tranca a pauta. O Senado tem 45 dias pra votar.”



“A tática do seu Valdemar [Costa Neto, presidente do PL] e dos bolsonaristas, do lobby do andar de cima vai por água abaixo. Se a ideia era não votar, agora vai ter que votar. E quem é contra vai ter que botar sua digital lá e responder à sociedade por que não quer que o trabalhador e a trabalhadora brasileiros tenham mais tempo com suas famílias.”



Entenda



O fim da escala 6x1 está previsto na Proposta de Emenda Constitucional nº 8/2025, apresentada à Câmara dos Deputados em fevereiro do ano passado e assinada por 226 deputados – sendo a deputada Erika Hilton (PSOL/SP), correligionária de Boulos","Boulos sobre 6x1: se houver demora, governo envia projeto com urgência",2026-06-01T17:31:07.476492Z,pedro,ESQUERDA,Neutro
131,1,2026-06-01T17:31:39.330053Z,225,"** O texto apresenta uma análise crítica sobre o conceito de ""decapitação"" como arma de violência política, destacando a violação das convenções internacionais e a enterrada da normatividade internacional após o 11 de Setembro. A abordagem é característica da narrativa de ESQUERDA, que prioriza a crítica ao poder estabelecido e à violação dos direitos humanos.",31.505,"Da violência simbólica à eliminação física, a “decapitação” ressurge como estratégia central de poder, esvaziando a ética, a diplomacia e a própria política","Sobretudo Israel, mas também os EUA, têm vindo a dar uma nova actualidade ao conceito de decapitação como arma de violência política. Escusado será dizer que esta arma viola todas as convenções internacionais contemporâneas sobre a guerra. A normatividade internacional que regeu o mundo com relativa eficácia depois da Segunda Guerra Mundial foi enterrada depois do 11 de Setembro de 2001, quando os altares jurídicos de Harvard proclamaram a fatwa segundo a qual era legítimo torturar os supostos inimigos para além dos limites até então estabelecidos pela doutrina dominante dos direitos humanos. A partir de então, uma vez que o inimigo seja declarado como terrorista, a destruição da sua vida deixa de ser uma questão de legitimidade e passa a ser uma questão de oportunidade e de eficácia. O terrorismo é toda a ameaça à segurança nacional que não pode ser combatida diplomaticamente, ou seja, por meios pacíficos. Ter o privilégio de nomear quem é terrorista, ou quem ameaça a segurança de quem, passou a ser o princípio da política. Tragicamente, este princípio da política é também o fim da política.



A decapitação, tanto literal (decepar a cabeça) como figurada (eliminação radical de um indivíduo que simboliza uma luta, uma organização ou uma ideia colectivas) tem uma longa tradição. Combina de uma maneira única o horror da eliminação e a orgia do triunfo, da vitória ou da vingança. Freud escreveu em 1922 que decapitar significa castrar; é o modo como o inconsciente se apresenta de modo transformado à consciência do indivíduo. A sua análise incide na mitologia da cabeça da gorgona Medusa decepada pelo semi-deus Perseu. Os líderes políticos ou outros que recorrem à decapitação manipulam essa pulsão inconsciente para transmitir a ideia de um poder sem limites (redução do inimigo à máxima impotência) e de uma eficácia igualmente sem limites (extermínio individual, que é também colectivo).



A tradição cultural da decapitação tem as suas máximas expressões na arte e na literatu",Decapitação e o fim da política,2026-06-01T17:31:39.330053Z,pedro,ESQUERDA,Esquerda
132,1,2026-06-01T17:32:20.573829Z,229,"** O texto apresenta uma crítica ao ministro do STF Alexandre de Moraes e às medidas impostas ao ex-presidente Jair Bolsonaro, classificando-as como ""excesso judicial"" e afirmando que não condizem com o regime democrático.",40.957,"Governador de Goiás afirma que a imposição de restrições ao ex-presidente da República é, claramente, prática de excesso judicial.","O governador de Goiás, Ronaldo Caiado (União Brasil), criticou as medidas impostas ao ex-presidente Jair Bolsonaro (PL) após a operação autorizada pelo ministro do Supremo Tribunal Federal (STF) Alexandre de Moraes. Caiado classificou a ação como um “excesso” e afirmou que as restrições aplicadas “não condizem com o regime democrático”.



CONTINUA APÓS A PUBLICIDADE



“Respeito decisões judiciais, mas há limites. Julgar é papel da Justiça, vingar não. O Supremo julga, não vinga. Não se pode impor esse tipo de humilhação a quem sequer foi condenado”, declarou o governador.



Bolsonaro passou a usar tornozeleira eletrônica na sexta-feira (18) após determinação de Moraes, que também o proibiu de utilizar redes sociais e o obrigou a permanecer em casa das 19h às 7h. Além disso, o ex-presidente está impedido de se aproximar de embaixadas. As restrições fazem parte da investigação sobre suposta tentativa de obstrução da Justiça, por meio do apoio à estadia de seu filho, Eduardo Bolsonaro (PL-SP), nos Estados Unidos.



“Colocar tornozeleira em um ex-presidente que não tem condenação, não responde criminalmente e sempre se colocou à disposição da Justiça? Isso é um absurdo”, disse Caiado.



Na segunda-feira (21), Bolsonaro apareceu publicamente em Brasília após reunião do PL no Congresso Nacional. Na ocasião, exibiu a tornozeleira e afirmou que o equipamento é um “símbolo de humilhação”.","Caiado critica atos de Moraes, repudia uso de tornozeleira em Bolsonaro e diz que medida ‘não condiz com regime democrático’",2026-06-01T17:32:20.573829Z,pedro,DIREITA,Direita
